Dataset,Class,rdf:type triples
YAGO,Director__u0028_business_u0029_,3
YAGO,Gōdō_gaisha,1
YAGO,Web_Archive_Q30047053,1
YAGO,Small_nuclear_RNA,4
YAGO,Guest_house,1
YAGO,Hostel,3
YAGO,Black-And-White_Photography_Q3381576,1
YAGO,Novelist,22
YAGO,Us_American_Junior_Badminton_Championships_Q107404408,1
YAGO,Sociolinguist_Q15976717,1
YAGO,Civil_parish,22
YAGO,Opera_singer,10
YAGO,Private_Educational_Institution_In_Catalonia_Q111594067,1
YAGO,Helminthologist_Q27497422,2
YAGO,Publisher,12
YAGO,Bust__u0028_sculpture_u0029_,4
YAGO,Gaffer__u0028_occupation_u0029_,1
YAGO,Tapestry,1
YAGO,Music_video,1
YAGO,Harbor,2
YAGO,Forest_track,2
YAGO,Moat,1
YAGO,Racing_Automobile_Driver_Q10349745,10
YAGO,Biochemist,5
YAGO,Photojournalist_Q957729,4
YAGO,Psychotherapist,2
YAGO,Pathologist,3
YAGO,Glaciologist_Q15623737,1
YAGO,Madrasah_Ibtidaiyah_Q12496022,1
YAGO,Double_bassist,1
YAGO,Witchcraft_Investigation_Q66458810,2
YAGO,Contaminated_U002F_Misidentified_Cell_Line_Q27971671,2
YAGO,University_Library_Q1622062,3
YAGO,Transmission_tower,2
YAGO,Special_Education_Teacher_Q1030095,1
YAGO,Cove,1
YAGO,Combined_Primary_And_Lower_Secondary_School_Q11960248,1
YAGO,Legislative_Term_Q15238777,8
YAGO,Zhou__u0028_administrative_division_u0029_,4
YAGO,Comics,7
YAGO,Royal_family,1
YAGO,Urban_unit,2
YAGO,Retraction_in_academic_publishing,3
YAGO,Documentary_film,1
YAGO,Thana,1
YAGO,Event,4
YAGO,Festival_Edition_Q27968043,1
YAGO,Salmon_pool,2
YAGO,Board_member,1
YAGO,Wikimedia_Albums_Discography_Q59191021,4
YAGO,Nurse,5
YAGO,City_block,2
YAGO,Astronomical_observatory,3
YAGO,Music_venue,2
YAGO,Election,17
YAGO,Triangulation_station,15
YAGO,Gelatin_Silver_Print_Q64029133,1
YAGO,Trail,2
YAGO,Elections_in_Taiwan,1
YAGO,Tea_caddy,1
YAGO,Individual_Copy_Of_A_Print_Q75837457,7
YAGO,Factory,4
YAGO,Hydrological_Reserve_Q20071160,1
YAGO,Mini-LP,1
YAGO,Third-Class_Road_Q12763914,14
YAGO,Dancing_Master_Q2393361,1
YAGO,Multifamily_residential,2
YAGO,Bronze_sculpture,1
YAGO,United_States_Patent_Q43305660,3
YAGO,Church_council,1
YAGO,Ancient_Roman_Politician_Q97667506,3
YAGO,Higher_Federal_Authority_Q99934885,1
YAGO,Slavicist_Q15976341,3
YAGO,Lenticular_galaxy,4
YAGO,Canon__u0028_clergy_u0029_,3
YAGO,Audio_Drama_Actor_Q1314140,1
YAGO,Rhetorician_Q361809,1
YAGO,Motorcycle_Model_Q23866334,2
YAGO,Bellfounder_Q474306,2
YAGO,Ski_jumping_hill,1
YAGO,Attic_Vase-Painter_Q21282419,1
YAGO,Hilltop_Settlement_Q19285917,1
YAGO,Protestant_Church_Building_Q56242063,7
YAGO,Districts_of_Prussia,1
YAGO,Bus_Company_Q10438042,2
YAGO,Recurring_Sports_Event_Q18608583,3
YAGO,Public_Institution_Of_Intermunicipal_Cooperation_With_Own_Taxation_Q18706073,5
YAGO,Trench_Q113509886,1
YAGO,Municipality_Section_Q2785216,5
YAGO,Tabletop_role-playing_game,3
YAGO,Medieval_Watchtower_Q1386235,1
YAGO,Historical_Motorcycle_Manufacturer_Q15081032,1
YAGO,Parish__u0028_Denmark_u0029_,2
YAGO,Open-Pit_Lignite_Mine_Q901497,1
YAGO,Religious_Q2566598,2
YAGO,Cartoonist,2
YAGO,Villages_of_Senegal,1
YAGO,Parishes_of_Venezuela,1
YAGO,Museum_Of_Modern_Art_Q108860593,2
YAGO,Villa_Veneta_Q3558938,1
YAGO,Zakaznik,1
YAGO,Kvn_Actor_Q98925420,1
YAGO,Ballet_master,1
YAGO,Animal_Trainer_Q8011071,1
YAGO,Tankman_Q4451210,1
YAGO,Microdistrict,1
YAGO,Comedian,6
YAGO,Group_Of_Greek_Mythical_Characters_Q28061975,1
YAGO,Flag,4
YAGO,Solar_eclipse,4
YAGO,Conde_Q26241072,1
YAGO,Public_bathing,2
YAGO,Mound,4
YAGO,Sports_Executive_Q26481809,3
YAGO,Judicial_districts_of_Spain,2
YAGO,Provincial_deputation_in_Spanish_America,1
YAGO,Bandy_Player_Q18702210,1
YAGO,Environmental_award,1
YAGO,Faqīh,3
YAGO,Regiment,5
YAGO,Russian_Studies_Scholar_Q60098894,1
YAGO,Kirch_Q1989839,1
YAGO,Samba_school,1
YAGO,Marineoffizier_Q16102070,3
YAGO,Partisan__u0028_military_u0029_,5
YAGO,Extractive_reserve,1
YAGO,Sports_Season_Of_A_Sports_Club_Q1539532,25
YAGO,Wikimedia_Article_Page_Q15138389,1
YAGO,Motor_torpedo_boat,1
YAGO,Parishes_of_the_Church_of_Sweden,3
YAGO,Kabuki_Actor_Q48146261,1
YAGO,Gardener,2
YAGO,Music_Arranger_Q1643514,5
YAGO,Dissolution_Of_The_House_Of_Representatives_Q8016395,1
YAGO,Angel_In_A_Work_Of_Fiction_Q42092139,1
YAGO,Polonist_Q20179720,1
YAGO,Provincial_Anthem_Q56303227,1
YAGO,City_gate,4
YAGO,Real_estate_entrepreneur,1
YAGO,Nature_Reserve_In_The_Czech_Republic_Q21101734,1
YAGO,Ornithologist_Q1225716,5
YAGO,_u0027_Uzlah,2
YAGO,Inventor,9
YAGO,Secondary_Road_Q12368077,1
YAGO,Girls_U0027__High_School_Q17683170,1
YAGO,Choreographer,5
YAGO,Confraternity,3
YAGO,Planned_community,1
YAGO,Gampong_Q4285979,4
YAGO,Girls_U0027__School_Q22713629,4
YAGO,Manager__u0028_association_football_u0029_,24
YAGO,Cultureel_Ondernemer_Q2353816,1
YAGO,Apylinkė_Q24036024,4
YAGO,Automobile_Museum_Q787934,2
YAGO,Rally_Driver_Q10842936,2
YAGO,Hutong,1
YAGO,Floorball_Coach_Q26156291,1
YAGO,Building_With_Triangular_Gable_Q17456783,3
YAGO,Steeple,1
YAGO,Building_With_Stepped_Gable_Q17448832,1
YAGO,Gardener_House_Q17496318,1
YAGO,Urban_green_space,2
YAGO,Chimney,1
YAGO,Churchyard_Cross_Q38239255,2
YAGO,Retail_shop,2
YAGO,Dutch_Municipal_Coat_Of_Arms_Q28147344,3
YAGO,Assistant_Q23835475,1
YAGO,Schoolmaster,1
YAGO,Law_of_the_People_u0027_s_Republic_of_China,1
YAGO,Judicial_Yuan_Interpretation_Q28913834,1
YAGO,Decree_Of_The_Presidium_Of_The_Ussr_Supreme_Soviet_Q19232171,2
YAGO,Fairy_tale,4
YAGO,Cantiga_de_amigo,1
YAGO,Steam_Sloop_Q1158769,1
YAGO,Hydroelectric_power_station,5
YAGO,Wikibook_Page_Q104696061,1
YAGO,Historical_Territory_Q1621034,1
YAGO,Thakur__u0028_title_u0029_,1
YAGO,Scientific_Society_Q748019,2
YAGO,Municipal_Unit_Of_Greece_Q1985797,2
YAGO,Local_community,2
YAGO,Nation_At_The_World_Championships_In_Athletics_Q35823051,3
YAGO,Lost_Roman_Catholic_Diocese_Q27780831,1
YAGO,Statesman,5
YAGO,Average_Size_Village_In_Latvia_Q16355778,1
YAGO,Racing_driver,4
YAGO,Markas_Of_Egypt_Q10577534,1
YAGO,Eastern_Orthodox_church_architecture,3
YAGO,Negative__u0028_photography_u0029_,1
YAGO,Dentist,4
YAGO,Manor_houses_of_Polish_nobility,6
YAGO,Point_In_Time_With_Respect_To_Recurrent_Timeframe_Q14795564,2
YAGO,Carriage_house,1
YAGO,Dovecote,1
YAGO,Guard_rail,2
YAGO,City_Walls_Q16748868,4
YAGO,Agricultural_Structure_Q10480682,2
YAGO,Irish_Open__u0028_badminton_u0029_,1
YAGO,Theme_Park_Q2416723,2
YAGO,Pinane_Monoterpenoid_Q108185634,1
YAGO,Dong_Of_South_Korea_Q490329,4
YAGO,Theatre_Designer_Q11613590,1
YAGO,Mature_Microrna_Q23838648,1
YAGO,Weightlifter_Q13381376,4
YAGO,Dutch_Resistance_Newspaper_Q2291158,1
YAGO,Padel_Player_Q59716278,1
YAGO,Golden_Sand_Beach_Q28060956,1
YAGO,Radiologist_Q18245236,2
YAGO,Music_Teacher_Q2675537,4
YAGO,Professor_Emeritus_Q1240569,2
YAGO,Functionary,3
YAGO,Fire_station,7
YAGO,Intermittent_Wetland_Q55463449,2
YAGO,Architectural_Element_Q391414,2
YAGO,Presbytery__u0028_architecture_u0029_,1
YAGO,Column,1
YAGO,Halberd,1
YAGO,Inn,2
YAGO,Municipalities_of_Germany,3
YAGO,Biological_pathway,2
YAGO,Homestead__u0028_buildings_u0029_,6
YAGO,Village_Of_Poland_Q3558970,65
YAGO,Internet_meme,2
YAGO,Folwark,1
YAGO,Wat,9
YAGO,Bar__u0028_river_morphology_u0029_,4
YAGO,Channel__u0028_geography_u0029_,3
YAGO,Kamienica__u0028_architecture_u0029_,5
YAGO,Well,4
YAGO,State-owned_enterprise,2
YAGO,Byre-dwelling,2
YAGO,Operetta_Singer_Q30157837,1
YAGO,Canonical_Glycolysis_Q21095676,1
YAGO,Gentry,4
YAGO,Calligrapher,4
YAGO,Ballet_Q15079786,2
YAGO,Cultural_Activist_Q21993562,1
YAGO,Etcher_Q10862983,4
YAGO,Shinto_shrine,5
YAGO,Freestyle_Skier_Q18617021,3
YAGO,District,5
YAGO,Second-Level_Administrative_Country_Subdivision_Q13220204,3
YAGO,Upper_Lusatian_house,4
YAGO,Boundary_Q1307347,5
YAGO,Survey_Pillar_Q1237836,2
YAGO,Natura_2000_site,3
YAGO,Defined_Set_Q47461827,3
YAGO,Season_Premiere_At_La_Scala_Q47000326,1
YAGO,Film_Character_Q15773347,6
YAGO,Open-access_mandate,2
YAGO,Acrobat_Q11957145,1
YAGO,Paleontologist,5
YAGO,Local_Electoral_Area_For_Donegal_County_Council_Q54932973,1
YAGO,Parasitologist_Q12773412,2
YAGO,Forestry_Hut_Q55076236,1
YAGO,Veterinarian,4
YAGO,Duo_Q10648343,3
YAGO,Photographic_studio,1
YAGO,Experimental_film,1
YAGO,Board_of_education,2
YAGO,Court_Official_Q61905636,1
YAGO,Botanical_illustrator,2
YAGO,Orator,3
YAGO,Futsal_Team_Q16632355,1
YAGO,Sports_venue,4
YAGO,Concert_tour,3
YAGO,City_council,1
YAGO,Council,1
YAGO,Science_Journalist_Q17433421,1
YAGO,Grade_Of_An_Order_Q60754876,1
YAGO,Quest__u0028_video_games_u0029_,1
YAGO,Prefectures_in_France,1
YAGO,Ward_Of_The_Toro_Legislative_Council_Q59728320,1
YAGO,Hi__U0028_21Cm_U0029__Source_Q67201586,5
YAGO,Pottery_Ware_Q17379525,1
YAGO,Bus-Based_Transport_System_Q30014735,1
YAGO,Primary_Health_Centre__u0028_India_u0029_,1
YAGO,Astrologer,1
YAGO,Heliport,6
YAGO,Regional_Bibliography_Q1609504,1
YAGO,Pendant,3
YAGO,Miniseries,6
YAGO,Holocaust_Train_Journey_Q61927259,3
YAGO,Class_C_Official_Q63755423,3
YAGO,Laborer,3
YAGO,Playground,4
YAGO,Gymnast,3
YAGO,Head_Post_Office_Q61443591,1
YAGO,Parish_church,8
YAGO,Bank_teller,2
YAGO,Village_In_Latvia_Q22580836,1
YAGO,Group_Of_Structures_Or_Buildings_Q18247357,4
YAGO,Co-Producer_Q11999333,1
YAGO,Shopping_mall,1
YAGO,Integrated_Circuit_Model_Q115722011,1
YAGO,Instrument_Maker_Q2341443,3
YAGO,Editor-in-chief,1
YAGO,Andhra_Pragathi_Grameena_Bank_Branch_Q66495884,1
YAGO,Clockmaker,2
YAGO,Uco_Bank_Branch_Q66877717,2
YAGO,Cut__u0028_earthworks_u0029_,1
YAGO,Sri_Lankan_Team_Badminton_Championships_Q2315195,1
YAGO,Karur_Vysya_Bank_Branch_Q67994584,1
YAGO,Bandhan_Bank_Branch_Q69739777,1
YAGO,Main_Library_Q12317349,13
YAGO,Neighborhood_In_Japan_Q65948724,1
YAGO,City_Union_Bank_Limited_Branch_Q73634133,2
YAGO,Indian_Bank_Branch_Q73986959,5
YAGO,Jammu__U0026__Kashmir_Bank_Branch_Q75543355,2
YAGO,Iucn_Category_Iv_U003A__Habitat_U002F_Species_Management_Area_Q14545639,1
YAGO,Quinoline_alkaloids,1
YAGO,Exoplanet,4
YAGO,Beta_Lyrae_variable,2
YAGO,Scholarly_Work_Q55915575,1
YAGO,Oxazole_Alkaloid_Q109349838,1
YAGO,Vigneron_Q45748643,1
YAGO,Possible_Cluster_Of_Galaxies_Q72054258,4
YAGO,Wikisource_Source_Text_Page_Q20160182,1
YAGO,Administrative_Regulation_Q28525375,2
YAGO,Prison,5
YAGO,Casa_Consistorial_Q112793351,3
YAGO,Ministry_of_finance,1
YAGO,Sport_In_A_Geographic_Region_Q29791211,4
YAGO,SX_Phoenicis_variable,1
YAGO,Delta_Scuti_variable,12
YAGO,Oncologist_Q16062369,2
YAGO,Allergist,1
YAGO,Mycologist_Q2487799,5
YAGO,Sub-Millimetric_Source_Q67201574,7
YAGO,Ruins,4
YAGO,Carte_de_visite,2
YAGO,Disease_outbreak,7
YAGO,Cemetery_Cross_Q15072800,1
YAGO,Artillery_Group_Q95511324,1
YAGO,Municipal_Council_Of_Pano_Lefkara_Municipality_Elections_Q94184448,1
YAGO,Bracelet,3
YAGO,Anime_convention,1
YAGO,Amtmann,4
YAGO,Court_Counsel_Q13311320,1
YAGO,Social_Scientist_Q15319501,1
YAGO,Cultural_Anthropologist_Q30131998,1
YAGO,Quarry,1
YAGO,Rose_Cultivar_Q26817508,1
YAGO,Bank_Manager_Q32947888,2
YAGO,Glass_Painter_Q18431816,1
YAGO,Samovar,1
YAGO,Private_natural_heritage_reserve__u0028_Brazil_u0029_,1
YAGO,Route_Départementale_Q19796778,3
YAGO,Village__u0028_Taiwan_u0029_,10
YAGO,Academic_Chapter_Q21481766,8
YAGO,Champagne_House_Q19347489,1
YAGO,Hybridoma_Q27554370,8
YAGO,Cell_line,1
YAGO,Bill__u0028_law_u0029_,10
YAGO,Sconce__u0028_fortification_u0029_,1
YAGO,Preceding_Structure_Q106577963,2
YAGO,Garden_Gate_Q98141338,1
YAGO,Timber-Framed_Church_Q1391583,1
YAGO,Imposta_Locale_In_Francia_Q3149562,1
YAGO,Business_school,2
YAGO,Law_school,1
YAGO,Pokémon_Evolutionary_Line_Q15795637,1
YAGO,Consulate_General_Q372690,2
YAGO,Tourism_In_A_Region_Q98374854,1
YAGO,Archaeological_Find_Q10855061,3
YAGO,Cadmium_Phosphides_Q16830769,1
YAGO,Recreation_area,1
YAGO,Bullring,1
YAGO,Germanist_Q2599593,4
YAGO,Bundesrechtsverordnung_Q16603799,1
YAGO,Barge,1
YAGO,Tetralogy,1
YAGO,Magistrat_Q16009129,2
YAGO,Plantation_Owner_Q21550888,3
YAGO,Taraxastane__U002F__Ursane_Triterpenoid_Q108565075,1
YAGO,Eudesmane_Sesquiterpenoid_Q108266420,4
YAGO,3-Chromene_Q109583425,1
YAGO,Labdanes_Q51831414,5
YAGO,Norabietanes_Q108383665,1
YAGO,Pregnane_Steroid_Q76389918,1
YAGO,8C-Substituted_Flavanone_Q108876684,1
YAGO,Alkyl_Caffeate_Ester_Q75035808,4
YAGO,Prayer,1
YAGO,Carotenoid,2
YAGO,Menthane_Monoterpenoids_Q66124573,1
YAGO,Abietane_Diterpenoid_Q108382224,2
YAGO,Iridoid,3
YAGO,Association_Football_League_Q15991303,3
YAGO,Letters_patent,1
YAGO,Junction__u0028_rail_u0029_,1
YAGO,Opatření_Q12042772,1
YAGO,President_U0027_S_Decision_Q109743547,1
YAGO,Machine,1
YAGO,Quatrain,1
YAGO,Scenic_reserves_of_New_Zealand,1
YAGO,Sport_Fisher_Q22695781,1
YAGO,Scout_group,1
YAGO,Colonial_Society_Q1700154,1
YAGO,Tahōtō,1
YAGO,Art_gallery,4
YAGO,Cathedral,2
YAGO,Python_Library_Q29642950,7
YAGO,Basketball_Team_Q13393265,4
YAGO,Youth_Organization_Q1572070,1
YAGO,Fictional_Building_Q15720793,1
YAGO,Death_Registry_Q12029619,1
YAGO,High_Altar_Q1621649,1
YAGO,Reference_work,1
YAGO,Computer_terminal,1
YAGO,Obituary,2
YAGO,Wood_Carver_Q6138343,1
YAGO,Lightvessel,1
YAGO,Maid,1
YAGO,Mezzotint_Print_Q21647744,5
YAGO,Architectural_drawing,2
YAGO,Daily_newspaper,7
YAGO,Ceramist,4
YAGO,Secularized_Church_Q96371632,1
YAGO,Etching,2
YAGO,Rescue_Excavation_Q101008619,3
YAGO,Employer,1
YAGO,Chemical_engineer,1
YAGO,Digital_edition,1
YAGO,Villa_Q3558430,3
YAGO,Local_Political_Party_Q24887161,3
YAGO,Ongoing_series,1
YAGO,Census,2
YAGO,Management_Engineer_Q20158113,1
YAGO,Umpire__u0028_baseball_u0029_,1
YAGO,Speleologist_Q16742175,1
YAGO,Quilombo,1
YAGO,Conscript_Q47228496,1
YAGO,Turkologist_Q13210922,1
YAGO,Primary_School_Teacher_Q10509151,1
YAGO,Lecturer_Q9379869,3
YAGO,Building_Complex_Q1497364,5
YAGO,Theatre_Company_Q11812394,4
YAGO,Holiday_camp,1
YAGO,Solo_Expedition_Q113280802,1
YAGO,School_library,5
YAGO,Private_hospital,1
YAGO,European_Standard,1
YAGO,Religious_Studies_Scholar_Q19829980,2
YAGO,Intersection__u0028_road_u0029_,2
YAGO,Leatherworker_Q16402902,1
YAGO,Biotechnologist_Q864835,2
YAGO,Asisten_Ahli_Q114316380,1
YAGO,Mathematical_proof,3
YAGO,Ditch,4
YAGO,General_manager,1
YAGO,Dispersed_Rural_Community_Q56885635,3
YAGO,Coach__u0028_basketball_u0029_,14
YAGO,Coadjutor,1
YAGO,Employee,1
YAGO,Naturnationalpark_Q106592151,1
YAGO,Academic_journal,11
YAGO,Special_Effects_Artist_Q21560152,1
YAGO,Expansion_pack,4
YAGO,Scarab__u0028_artifact_u0029_,3
YAGO,Oenochoe,1
YAGO,Upland_Q55075651,3
YAGO,Technician,1
YAGO,Tray,1
YAGO,Handscroll,3
YAGO,Landmark,2
YAGO,Bascule_bridge,2
YAGO,Natural_Monument_Q108061466,1
YAGO,Container_ship,2
YAGO,Administrative_Community_Of_Sachsen_Q14455864,1
YAGO,Latin_Phrase_Q3062294,3
YAGO,Concern__u0028_business_u0029_,1
YAGO,Ortsbezirk_Of_Germany_Q163301,1
YAGO,Television_actor,45
YAGO,Prelate,2
YAGO,Clarinetist,2
YAGO,Estate__u0028_land_u0029_,3
YAGO,Holocaust_Denier_Q42182030,1
YAGO,Racial_Theorist_Q16755977,1
YAGO,Archaeology_museum,2
YAGO,Residential_Tower_Q2304397,2
YAGO,Literary_award,2
YAGO,Steamboat,1
YAGO,Motorcycle_Manufacturer_Q15081030,1
YAGO,Obligation,1
YAGO,Districts_of_Turkey,1
YAGO,Referee__u0028_association_football_u0029_,3
YAGO,Golf_Club_Q2022036,2
YAGO,Erudite_Person_Q20826540,1
YAGO,Administrative_Building_Q2519340,1
YAGO,Warehouse_Q1362225,3
YAGO,Percussionist,1
YAGO,Cultural_Magazine_Q1791899,1
YAGO,Order__u0028_distinction_u0029_,5
YAGO,Oratory__u0028_worship_u0029_,2
YAGO,Motorcycle_Racer_Q3014296,7
YAGO,Revolutionary,3
YAGO,Vocalist_Q2643890,1
YAGO,MusicGroup,4
YAGO,Urban_Okrug_In_Russia_Q13626398,2
YAGO,List_of_districts_of_Indonesia,2
YAGO,Protected_areas_of_Russia,1
YAGO,Former_Administrative_Territorial_Entity_Q19953632,2
YAGO,Castle_Ruin_In_Japan_Q66361052,1
YAGO,Private_school,2
YAGO,Palaeographer_Q17132038,2
YAGO,Barrio,1
YAGO,Comuna_Of_Colombia_Q5780443,1
YAGO,Explorer_Q11900058,5
YAGO,Hairdresser,1
YAGO,Jazz_Festival_Q27148732,1
YAGO,Jamoats_of_Tajikistan,2
YAGO,National_Section_Of_Tejo_Q12351403,1
YAGO,Fictional_Organism_Q30017383,1
YAGO,Divizion,1
YAGO,Battalion,1
YAGO,Brigade,3
YAGO,Nature_reserves_in_Poland,1
YAGO,Truck,1
YAGO,Name_calling,1
YAGO,Card_game,1
YAGO,Fjord,2
YAGO,Town,15
YAGO,Nihon-Buyō_Dancer_Q105581958,1
YAGO,Announcer,4
YAGO,Stock_market_index,1
YAGO,Legal_Scholar_Q16012028,2
YAGO,Japanese_High_School_Q56351315,3
YAGO,Aristocracy__u0028_class_u0029_,6
YAGO,Keirin_Racing_Track_Q11598565,1
YAGO,Film_Festival_Edition_Q27787439,4
YAGO,Chaplain,2
YAGO,Organizational_founder,1
YAGO,Police_officer,3
YAGO,Art_Theorist_Q17391638,1
YAGO,Biophysicist_Q14906342,3
YAGO,World_Esperanto_Congress,1
YAGO,Festival_Of_Tourist_Interest_Of_Galicia_U002C__Spain_Q12388486,1
YAGO,Kampung_Of_Papua_Q12488913,6
YAGO,Hillfort,1
YAGO,Municipality,7
YAGO,Public_figure,2
YAGO,Hermitage__u0028_religious_retreat_u0029_,1
YAGO,Hail_Cross_Q1109747,2
YAGO,Society_Journal_Q73364223,4
YAGO,Windmill,2
YAGO,Sand_Beach_Q18751767,1
YAGO,Village_Of_Burkina_Faso_Q23012917,5
YAGO,Product_Model_Q10929058,7
YAGO,Horn_player,2
YAGO,Mistrzostwa_Polski_W_Boksie_Q11782814,1
YAGO,Aircraft_Fleet_Q1875630,1
YAGO,Musical_Duo_Q9212979,2
YAGO,Engine_Family_Q15057020,1
YAGO,Corps,1
YAGO,Winemaker_Q21771805,1
YAGO,Ice_Cross_Downhill_Racer_Q18706712,1
YAGO,Legal_Counsel_Q2135469,1
YAGO,Presidential_proclamation__u0028_United_States_u0029_,3
YAGO,Decree_of_the_President_of_Russia,2
YAGO,Review,3
YAGO,Tower_block,1
YAGO,Lemma_Q3055347,1
YAGO,Hymn,3
YAGO,Oil_Painter_Q59924426,1
YAGO,Mahallah,6
YAGO,Round_barrow,2
YAGO,Trade_union,4
YAGO,Home_Ownership_Scheme_Housing_Estate_Q19754218,2
YAGO,Performance_Artist_Q10774753,3
YAGO,Adaptation__u0028_arts_u0029_,2
YAGO,Zakaznik_Of_Belarus_Q4433777,1
YAGO,Theater_manager,2
YAGO,University,12
YAGO,Printer__u0028_publishing_u0029_,1
YAGO,Undersea_Ledge_Q55670187,1
YAGO,Passage_Q62059383,1
YAGO,Wikimedia_Permanent_Duplicate_Item_Q21286738,3
YAGO,Hôtel_particulier,2
YAGO,Ted_Talk_Q23011722,1
YAGO,Bridge_Collapse_Q11620651,2
YAGO,Scholarly_Conference_Abstract_Q58632367,2
YAGO,Pekon_Q19944049,1
YAGO,Tennis_Qualification_Event_Q21170330,2
YAGO,Queen_regnant,2
YAGO,Competition_Class_Q22936940,1
YAGO,Clubhouse_Q1103285,4
YAGO,Retaining_wall,1
YAGO,K6_Telephone_Box_Q106817283,2
YAGO,Manor_house,4
YAGO,Systematic_review,2
YAGO,Fatty_acyl-CoA_esters,1
YAGO,1-_U0028_1Z-Alkenyl_U0029__U002C_2-Acylglycerophosphocholines_Q63438349,1
YAGO,Installation_artwork,1
YAGO,Canyon,1
YAGO,Caricaturist_Q3658608,5
YAGO,Olive_Sand_Beach_Q3390872,1
YAGO,Bibliologist_Q33386280,1
YAGO,Hydrological_Natural_Heritage_Site_Q24255438,3
YAGO,Sash__U002F__Leaf_Q3554635,1
YAGO,Chest__u0028_furniture_u0029_,2
YAGO,Door,1
YAGO,Humeral_veil,1
YAGO,Decorative_Hinges_Q3374965,1
YAGO,Holy_water_font,2
YAGO,Dalmatic,2
YAGO,Grave_Slab_Q11832720,3
YAGO,Ex-voto,1
YAGO,Music_Database_Q28146196,1
YAGO,Theatre_Troupe_Q2416217,1
YAGO,Menhir,2
YAGO,Wildlife_biologist,1
YAGO,Cowshed,1
YAGO,Japanese_Television_Series_Q21191019,1
YAGO,Promontory_fort,1
YAGO,Female_Beauty_Pageant_Q9651979,2
YAGO,EducationalOrganization,2
YAGO,Surgeon,6
YAGO,Local_Trial_Q112765848,1
YAGO,Xylographer_Q1437754,1
YAGO,Ébéniste,1
YAGO,Silversmith,1
YAGO,Depression__u0028_geology_u0029_,1
YAGO,Concept_car,3
YAGO,Scientific_Illustrator_Q19507792,2
YAGO,Ferry,4
YAGO,Neuropathologist_Q15839237,1
YAGO,Legislative_Term_Of_Seanad_Éireann_Q29001044,1
YAGO,Ontology__u0028_computer_science_u0029_,1
YAGO,Chemical_plant,2
YAGO,Master_Builder_Q1340643,2
YAGO,Photo_album,2
YAGO,Hunter_Q1714828,1
YAGO,Direction_Départementale_De_La_Cohésion_Sociale_Et_De_La_Protection_Des_Populations_Q3029530,1
YAGO,Illustration,1
YAGO,Městská_Památková_Rezervace_Q4992939,1
YAGO,Bakehouse__u0028_building_u0029_,1
YAGO,Fictional_Planet_Q2775969,1
YAGO,Freemason_Q23305046,1
YAGO,Verengungsquelle_Q57733436,1
YAGO,Motorcyclist_Q45787133,1
YAGO,Tour_du_Limousin,1
YAGO,Submarine,4
YAGO,Depo_Q11774599,1
YAGO,Romanist_Q2504617,3
YAGO,Permanent_Politician_Q63755524,1
YAGO,Culture_Collection_Q11489453,1
YAGO,Pathological_Museum_Q26959029,1
YAGO,Anglican_Priest_Q3409375,2
YAGO,Jussi_Awards_Ceremony_Q28913516,1
YAGO,School_teacher,1
YAGO,Press_agent,1
YAGO,Welsh-Medium_School_Q13132631,1
YAGO,Academy__u0028_English_school_u0029_,10
YAGO,Spectroscopic_Binary_Q1993624,7
YAGO,Hôtel_De_La_Région_Q30535713,1
YAGO,List_of_political_groups_by_country,4
YAGO,Dena_Bank_Branch_Q66771621,2
YAGO,Government_Boys_U0027__Elementary_School_Q67015946,1
YAGO,Neurosurgeon_Q9385011,1
YAGO,Kerala_Gramin_Bank_Branch_Q68000128,2
YAGO,Recurrent_Event_Edition_Q27968055,1
YAGO,Genealogist_Q8963721,1
YAGO,United_Bank_Of_India_Branch_Q71574305,4
YAGO,Union_Bank_Of_India_Branch_Q71713967,5
YAGO,Federal_Bank_Branch_Q72984778,1
YAGO,Almora_Urban_Cooperative_Bank_Limited_Branch_Q74122151,1
YAGO,Icici_Bank_Branch_Q65954135,4
YAGO,Documentary_Filmmaker_Q1235146,2
YAGO,Karnataka_Vikas_Grameena_Bank_Branch_Q74511437,1
YAGO,Kotak_Mahindra_Bank_Branch_Q74539826,4
YAGO,Centimetric_Radio_Source_Q67201524,3
YAGO,Ujjivan_Small_Finance_Bank_Branch_Q75694364,1
YAGO,9_U002C_10-Secocholestane_Steroid_Q108673692,1
YAGO,Fusicoccane_Diterpenoid_Q108430583,1
YAGO,Snooker_Player_Q17165321,1
YAGO,Eclipsing_Binary_Candidate_Q72534536,2
YAGO,Pyrrolidine_Alkaloid_Q17325781,1
YAGO,Sbor_Církve_Bratrské_Q108515152,1
YAGO,International_Basketball_Competition_Q59428876,1
YAGO,Sbor_Jednoty_Bratrské_Q108514403,1
YAGO,Interstellar_cloud,1
YAGO,Martial_Artist_Q11124885,3
YAGO,Decree_Of_The_State_Council_Of_The_People_U0027_S_Republic_Of_China_Q10871996,1
YAGO,Bicycle-Sharing_Station_Q61663696,2
YAGO,Cataclysmic_Binary_Candidate_Q72704237,2
YAGO,Tailor,1
YAGO,Rotte_Q2168991,2
YAGO,Reflection_nebula,2
YAGO,Locomotive_Class_Q19832486,5
YAGO,Asterism__u0028_astronomy_u0029_,3
YAGO,Direction_Territoriale_De_La_Protection_Judiciaire_De_La_Jeunesse_Q88061699,1
